MS8607 Demo with MUX control for TE Arduino Weathershield
Temperature , Pressure, Humidity 
24.63, 849.35, 28.11 
24.65, 848.96, 28.18 
24.66, 849.41, 28.21 
24.66, 849.20, 28.25 
24.66, 849.20, 28.24 
24.66, 848.99, 28.29 
24.66, 849.20, 28.24 
24.66, 849.20, 28.30 
24.68, 849.23, 28.25 
24.66, 849.41, 28.23 
24.68, 849.02, 28.29 
24.70, 849.26, 28.21 
24.70, 849.05, 28.20 
24.68, 849.23, 27.68 
24.65, 849.17, 27.88 
24.68, 849.44, 28.19 
24.68, 849.02, 28.16 
24.68, 849.02, 28.18 
24.68, 849.23, 28.21 
24.70, 849.26, 28.18 
24.73, 849.11, 28.14 
24.71, 849.08, 28.15 
24.73, 849.11, 28.11 
24.73, 848.89, 28.16 
24.73, 849.11, 28.15 
24.73, 849.32, 28.12 
24.73, 849.11, 28.13 
24.74, 849.14, 28.13 
24.76, 849.16, 28.10 
24.74, 849.35, 28.11 
24.74, 849.14, 28.11 
24.74, 849.14, 28.15 
24.73, 849.11, 28.16 
24.74, 849.14, 28.18 
24.73, 849.11, 28.15 
24.73, 849.32, 28.12 
24.74, 849.14, 28.11 
24.74, 849.14, 28.13 
24.73, 849.32, 28.13 
24.71, 849.08, 28.12 
24.71, 849.08, 28.16 
24.71, 849.08, 28.17 
24.70, 849.05, 28.18 
24.68, 849.02, 28.18 
24.70, 849.26, 28.19 
24.68, 849.02, 28.22 
24.68, 849.23, 28.22 
24.68, 849.23, 28.21 
24.68, 849.02, 28.22 
24.68, 849.23, 28.21 
24.68, 849.02, 28.19 
24.66, 848.99, 28.18 
24.70, 849.05, 28.19 
24.70, 849.05, 28.17 
24.70, 849.05, 28.16 
24.68, 849.02, 28.18 
24.71, 849.29, 28.19 
24.70, 849.05, 28.21 
24.70, 849.05, 28.21 
24.71, 849.08, 28.21 
24.68, 848.80, 28.21 
24.68, 849.02, 28.22 
24.71, 849.08, 28.21 
24.70, 849.05, 28.24 
24.70, 849.05, 28.21 
24.71, 849.08, 28.21 
24.70, 849.05, 28.20 
24.70, 849.05, 28.18 
24.71, 849.29, 28.21 
24.70, 849.05, 28.21 
24.70, 849.05, 28.24 
24.66, 848.99, 28.25 
24.68, 849.23, 28.27 
24.66, 849.20, 28.27 
24.66, 848.99, 28.27 
24.65, 848.96, 28.27 
24.65, 848.96, 28.26 
24.66, 848.99, 28.24 
24.66, 848.99, 28.24 
24.65, 848.96, 28.24 
24.65, 848.96, 28.24 
24.68, 848.80, 28.22 
24.66, 849.20, 28.23 
24.68, 848.59, 28.22 
24.68, 849.02, 28.21 
24.70, 848.83, 28.21 
24.70, 849.05, 28.21 
24.70, 849.05, 28.21 
24.68, 849.02, 28.21 
24.68, 849.02, 28.23 
24.68, 848.80, 28.24 
24.66, 848.99, 27.99 
24.63, 848.71, 27.66 
24.58, 848.84, 27.67 
24.41, 848.93, 26.92 
24.28, 848.91, 27.34 
24.10, 848.79, 26.78 
23.93, 848.89, 26.67 
23.73, 848.96, 26.70 
23.60, 848.93, 27.05 
23.43, 849.03, 27.66 
23.33, 849.06, 27.95 
23.32, 849.03, 28.77 
23.35, 848.88, 29.66 
23.40, 848.75, 29.02 
23.43, 849.03, 29.32 
23.44, 848.84, 29.37 
23.49, 849.15, 28.89 
23.44, 848.84, 28.18 
23.43, 849.03, 28.16 
23.49, 848.93, 28.79 
23.52, 848.99, 28.46 
23.56, 849.05, 28.63 
23.59, 848.90, 28.65 
23.64, 848.78, 28.74 
23.67, 848.84, 28.69 
23.72, 848.93, 28.47 
23.75, 848.99, 28.39 
23.80, 849.08, 28.41 
23.85, 848.95, 28.83 
23.86, 848.77, 28.76 
23.91, 848.86, 28.72 
23.94, 848.92, 28.79 
23.97, 848.77, 28.95 
23.99, 848.80, 28.98 
24.01, 849.04, 28.92 
24.04, 848.89, 28.92 
24.05, 848.70, 28.90 
24.05, 848.92, 28.92 
24.12, 848.82, 28.85 
24.13, 848.85, 28.83 
24.15, 848.88, 28.79 
24.18, 848.94, 28.78 
24.18, 848.73, 28.77 
24.20, 848.76, 28.73 
24.23, 848.82, 28.73 
24.26, 848.67, 28.72 
24.28, 848.70, 28.70 
24.31, 848.76, 28.64 
24.31, 848.54, 28.57 
24.33, 849.00, 28.55 
24.34, 848.82, 28.53 
24.36, 848.85, 28.53 
24.37, 848.88, 28.49 
24.39, 848.91, 28.53 
24.39, 848.69, 28.11 
24.37, 848.88, 28.38 
24.36, 848.85, 28.04 
24.29, 848.94, 27.45 
24.25, 848.85, 27.97 
24.23, 848.82, 28.26 
24.25, 848.85, 28.29 
24.26, 848.67, 28.78 
24.26, 848.88, 28.93 
24.23, 848.61, 28.05 
24.23, 849.03, 28.94 
24.23, 848.82, 29.27 
24.23, 848.82, 29.32 
24.23, 848.61, 29.24 
24.23, 848.61, 29.14 
24.26, 848.67, 28.99 
24.28, 848.70, 28.95 
24.29, 848.73, 28.57 
24.33, 848.79, 28.46 
24.34, 848.82, 28.52 
24.36, 848.85, 28.53 
24.37, 848.66, 28.63 
24.39, 848.69, 28.56 
24.41, 848.93, 28.53 
24.42, 848.54, 28.53 
24.46, 848.81, 28.50 
24.46, 848.60, 28.49 
24.47, 848.84, 28.47 
24.49, 848.66, 28.42 
24.49, 848.45, 28.42 
24.50, 848.69, 28.39 
24.52, 848.93, 28.32 
24.52, 848.72, 28.31 
24.54, 848.54, 28.32 
24.54, 848.75, 28.32 
24.54, 848.54, 28.34 
24.54, 848.75, 28.37 
24.54, 848.75, 28.37 
24.55, 848.78, 28.41 
24.57, 848.81, 28.40 
24.57, 848.59, 28.53 
24.58, 848.41, 28.41 
24.57, 848.59, 28.54 
24.58, 848.84, 28.46 
24.58, 848.62, 28.53 
24.58, 848.84, 28.56 
24.55, 848.56, 28.84 
24.55, 848.78, 29.22 
24.54, 848.75, 28.90 
24.54, 848.75, 29.03 
24.55, 848.78, 28.90 
24.55, 848.78, 29.10 
24.54, 848.54, 29.11 
24.55, 848.78, 28.98 
24.55, 848.78, 28.79 
24.55, 848.56, 28.70 
24.57, 848.59, 28.72 
24.57, 848.59, 28.76 
24.60, 848.65, 28.73 
24.60, 848.65, 28.73 
24.62, 848.68, 28.71 
24.62, 848.68, 28.66 
24.65, 848.32, 28.76 
24.65, 848.53, 28.60 
24.66, 848.77, 28.54 
24.68, 848.80, 28.50 
24.66, 848.56, 28.50 
24.66, 848.77, 28.49 
24.68, 848.80, 28.47 
24.70, 848.83, 28.48 
24.68, 848.59, 28.47 
24.71, 848.65, 28.47 
24.70, 848.62, 28.61 
24.68, 848.80, 28.63 
24.70, 848.83, 28.56 
24.70, 848.41, 28.50 
24.70, 848.62, 28.51 
24.70, 848.62, 28.57 
24.68, 848.59, 28.42 
24.62, 848.68, 26.86 
24.58, 848.62, 28.24 
24.54, 848.54, 27.93 
24.55, 848.56, 28.57 
24.55, 848.78, 28.56 
24.55, 848.78, 28.56 
24.57, 848.59, 28.61 
24.57, 848.38, 28.56 
24.57, 848.81, 28.54 
24.58, 848.62, 28.47 
24.58, 848.62, 28.40 
24.60, 848.65, 28.34 
24.60, 848.65, 28.31 
24.60, 848.65, 28.35 
24.60, 848.65, 28.50 
24.63, 848.50, 28.42 
24.63, 848.71, 28.36 
24.63, 848.71, 28.27 
24.63, 848.71, 28.37 
24.65, 848.53, 28.28 
24.65, 848.74, 28.28 
24.66, 848.56, 28.24 
24.66, 848.56, 28.24 
24.68, 848.59, 28.26 
24.66, 848.56, 28.17 
24.66, 848.77, 28.12 
24.65, 848.53, 28.19 
24.65, 848.74, 28.18 
24.66, 848.56, 28.18 
24.66, 848.77, 28.18 
24.70, 848.62, 28.17 
24.66, 848.56, 28.15 
24.66, 848.77, 28.13 
24.66, 848.77, 28.14 
24.66, 848.56, 28.11 
24.66, 848.56, 28.14 
24.68, 848.59, 28.10 
24.68, 848.59, 28.13 
24.68, 848.59, 28.15 
24.70, 848.62, 28.05 
24.68, 848.59, 28.05 
24.68, 848.59, 28.09 
24.71, 848.65, 28.21 
24.71, 848.65, 28.23 
24.71, 848.65, 28.33 
24.71, 848.65, 28.27 
24.71, 848.65, 28.11 
24.73, 848.68, 28.05 
24.73, 848.68, 27.95 
24.73, 848.68, 27.98 
24.76, 848.74, 28.05 
24.74, 848.92, 28.00 
24.74, 848.71, 27.99 
24.74, 848.92, 28.02 
24.74, 848.71, 28.01 
24.73, 848.68, 28.05 
24.73, 848.68, 28.02 
24.73, 848.47, 28.16 
24.74, 848.71, 28.19 
24.73, 848.68, 28.18 
24.73, 848.68, 28.28 
24.73, 848.47, 28.21 
24.71, 848.65, 28.29 
24.73, 848.47, 28.19 
24.73, 848.68, 28.11 
24.73, 848.68, 28.11 
24.73, 848.68, 28.12 
24.73, 848.68, 28.16 
24.71, 848.86, 28.25 
24.71, 848.65, 28.24 
24.71, 848.65, 28.21 
24.73, 848.68, 28.24 
24.71, 848.65, 28.23 
24.73, 848.68, 28.21 
24.73, 848.68, 28.21 
24.74, 848.50, 28.22 
24.74, 848.50, 28.19 
24.74, 848.71, 28.25 
24.74, 848.50, 28.20 
24.76, 848.74, 28.21 
24.73, 848.47, 28.33 
24.71, 848.44, 28.51 
24.70, 848.62, 27.60 
24.68, 848.38, 28.01 
24.66, 848.35, 28.24 
24.66, 848.56, 28.27 
24.65, 848.53, 28.21 
24.63, 848.50, 28.07 
24.65, 848.53, 28.65 
24.65, 848.53, 28.61 
24.65, 848.53, 28.54 
24.66, 848.56, 28.40 
24.66, 848.56, 28.27 
24.68, 848.59, 28.25 
24.66, 848.56, 28.31 
24.66, 848.56, 28.26 
24.66, 848.56, 28.30 
24.66, 848.35, 28.42 
24.65, 848.32, 28.47 
24.65, 848.53, 28.44 
24.65, 848.32, 28.37 
24.66, 848.35, 28.46 
24.66, 848.35, 28.40 
24.68, 848.59, 28.51 
24.66, 848.35, 28.84 
24.66, 848.35, 28.63 
24.66, 848.56, 28.52 
24.66, 848.35, 28.50 
24.66, 848.35, 28.50 
24.66, 848.35, 28.50 
24.66, 848.56, 28.39 
24.68, 848.38, 28.34 
24.68, 848.59, 28.36 
24.70, 848.62, 28.37 
24.68, 848.38, 28.33 
24.68, 848.16, 28.36 
24.66, 848.35, 28.46 
24.63, 848.50, 28.53 
24.63, 848.50, 28.42 
24.65, 848.32, 28.43 
24.65, 848.32, 28.39 
24.65, 848.32, 28.37 
24.65, 848.53, 28.38 
24.66, 848.13, 28.43 
24.63, 848.29, 27.70 
24.65, 848.32, 28.34 
24.62, 848.26, 28.31 
24.57, 848.38, 28.20 
24.47, 848.42, 27.57 
24.46, 847.96, 28.85 
24.47, 848.42, 28.85 
24.47, 848.42, 29.05 
24.47, 848.20, 29.08 
24.46, 848.39, 29.08 
24.44, 848.14, 28.99 
24.46, 848.39, 28.86 
24.42, 848.33, 28.90 
24.42, 848.33, 29.02 
24.42, 848.33, 28.93 
24.44, 848.36, 28.79 
24.49, 848.45, 28.75 
24.46, 848.39, 28.59 
24.49, 848.45, 28.52 
24.52, 848.51, 28.54 
24.54, 848.32, 28.44 
24.55, 848.35, 28.44 
24.55, 848.35, 28.63 
24.57, 848.59, 28.53 
24.57, 848.38, 28.39 
24.57, 848.17, 28.32 
24.58, 848.20, 28.44 
24.58, 848.41, 28.33 
24.60, 848.44, 28.39 
24.60, 848.44, 28.34 
24.60, 848.44, 28.33 
24.63, 848.50, 28.27 
24.63, 848.50, 28.29 
24.63, 848.08, 28.27 
24.63, 848.50, 28.32 
24.63, 848.50, 28.44 
24.65, 848.53, 28.30 
24.66, 848.56, 28.33 
24.65, 848.32, 28.33 
24.63, 848.50, 28.36 
24.65, 848.53, 28.35 
24.65, 848.53, 28.42 
24.66, 848.56, 28.35 
24.66, 848.35, 28.27 
24.65, 848.32, 28.24 
24.66, 848.35, 28.24 
24.68, 848.38, 28.32 
24.66, 848.35, 28.43 
24.65, 848.53, 28.44 
24.68, 848.38, 28.44 
24.66, 848.35, 28.33 
24.68, 848.38, 28.29 
24.68, 848.38, 28.25 
24.68, 848.38, 28.21 
24.68, 848.38, 28.34 
24.68, 848.16, 28.37 
24.68, 848.59, 28.34 
24.68, 848.38, 28.31 
24.68, 848.38, 28.31 
24.68, 848.59, 28.33 
24.68, 848.38, 28.27 
24.68, 848.38, 28.24 
24.66, 848.13, 28.18 
24.68, 848.38, 28.21 
24.68, 848.16, 28.19 
24.66, 848.13, 28.23 
24.68, 848.16, 28.24 
24.70, 848.41, 28.28 
24.71, 848.44, 28.29 
24.70, 848.41, 28.39 
24.70, 848.19, 28.37 
24.70, 848.19, 28.34 
24.71, 848.22, 28.31 
24.73, 848.47, 28.33 
24.73, 848.25, 28.36 
24.70, 848.41, 28.31 
24.71, 848.22, 28.24 
24.71, 848.22, 28.29 
24.70, 848.41, 28.34 
24.71, 848.44, 28.36 
24.70, 848.19, 28.31 
24.70, 848.41, 28.30 
24.70, 848.41, 28.22 
24.70, 848.41, 28.22 
24.70, 848.41, 28.21 
24.71, 848.22, 28.25 
24.70, 848.19, 28.34 
24.70, 848.19, 28.30 
24.71, 848.44, 28.36 
24.68, 848.38, 28.39 
24.70, 848.41, 28.47 
24.70, 848.19, 28.54 
24.66, 848.35, 28.68 
24.58, 848.41, 26.79 
24.54, 848.32, 28.23 
24.50, 848.26, 28.53 
24.50, 848.26, 28.66 
24.49, 848.23, 28.34 
24.47, 848.20, 28.41 
24.47, 848.20, 28.38 
24.47, 848.20, 28.56 
24.46, 848.17, 28.84 
24.42, 848.33, 28.90 
24.41, 848.30, 28.82 
24.46, 848.17, 28.85 
24.46, 848.39, 28.86 
24.47, 847.99, 28.92 
24.47, 848.20, 28.74 
24.47, 848.20, 28.85 
24.47, 847.99, 28.99 
24.47, 848.42, 29.02 
24.47, 848.20, 28.90 
24.50, 848.26, 28.76 
24.50, 848.26, 28.66 
24.47, 848.20, 27.62 
24.42, 848.33, 28.51 
24.42, 848.33, 28.69 
24.44, 848.14, 28.75 
24.44, 848.36, 28.66 
24.46, 848.17, 28.88 
24.47, 848.20, 28.53 
24.46, 848.17, 28.41 
24.49, 848.45, 28.45 
24.49, 848.23, 28.73 
24.50, 848.26, 28.76 
24.46, 848.17, 28.11 
24.44, 848.14, 28.45 
24.46, 847.96, 28.56 
24.44, 848.14, 28.65 
24.41, 848.30, 28.60 
24.44, 848.14, 28.66 
24.46, 848.17, 28.58 
24.46, 848.17, 28.44 
24.47, 848.20, 28.45 
24.47, 848.20, 28.54 
24.47, 848.20, 28.61 
24.47, 847.99, 28.61 
24.50, 848.05, 28.48 
24.52, 848.29, 28.44 
24.52, 848.29, 28.66 
24.47, 848.20, 28.76 
24.49, 848.02, 28.79 
24.49, 848.23, 28.69 
24.50, 848.26, 28.64 
24.50, 848.26, 28.66 
24.50, 848.05, 28.73 
24.50, 848.26, 28.71 
24.50, 848.26, 28.91 
24.44, 848.14, 27.18 
24.42, 848.33, 27.94 
24.39, 848.27, 28.74 
24.37, 848.02, 28.60 
24.36, 847.99, 28.92 
24.34, 848.18, 29.24 
24.33, 848.15, 29.08 
24.31, 848.12, 29.07 
24.29, 848.09, 28.38 
24.31, 848.12, 28.85 
24.33, 848.15, 29.00 
24.33, 848.15, 29.18 
24.34, 848.18, 29.37 
24.33, 848.36, 29.14 
24.33, 848.36, 29.21 
24.36, 848.21, 29.11 
24.36, 847.99, 28.80 
24.39, 848.05, 28.73 
24.37, 848.02, 28.86 
24.41, 848.08, 28.90 
24.37, 848.02, 28.94 
24.36, 848.21, 28.89 
24.36, 847.99, 28.89 
24.34, 847.97, 28.90 
24.33, 847.94, 28.96 
24.31, 847.91, 28.95 
24.31, 848.12, 29.00 
24.33, 847.94, 29.02 
24.31, 848.12, 28.89 
24.34, 848.18, 28.92 
24.34, 848.18, 28.71 
24.36, 848.21, 28.58 
24.37, 848.02, 28.70 
24.39, 848.05, 28.77 
24.41, 848.08, 28.76 
24.39, 848.05, 28.62 
24.42, 847.90, 28.58 
24.44, 848.14, 28.63 
24.44, 847.93, 28.63 
24.46, 847.96, 28.63 
24.46, 847.96, 28.64 
24.46, 848.17, 28.51 
24.46, 848.17, 28.56 
24.49, 848.23, 28.47 
24.50, 848.05, 28.47 
24.49, 848.23, 28.66 
24.47, 847.99, 28.63 
24.47, 847.99, 28.80 
24.47, 848.20, 28.70 
24.46, 848.17, 28.66 
24.46, 847.96, 28.74 
24.46, 847.96, 28.73 
24.42, 847.90, 28.79 
24.39, 848.05, 29.01 
24.39, 848.05, 28.89 
24.39, 848.05, 28.85 
24.42, 847.90, 28.76 
24.42, 847.90, 28.77 
24.42, 847.90, 28.78 
24.44, 848.14, 28.70 
24.44, 848.14, 28.69 
24.46, 848.17, 28.73 
24.47, 847.99, 28.63 
24.49, 848.02, 28.63 
24.50, 848.05, 28.56 
24.49, 848.23, 28.66 
24.50, 848.05, 28.73 
24.50, 848.05, 28.69 
24.50, 848.26, 28.92 
24.49, 848.02, 28.89 
24.52, 848.08, 28.65 
24.50, 848.05, 28.55 
24.54, 847.90, 28.43 
24.52, 847.87, 28.48 
24.50, 847.84, 27.94 
24.50, 848.05, 28.17 
24.49, 847.81, 28.40 
24.49, 848.02, 28.79 
24.47, 847.78, 28.90 
24.44, 848.14, 29.04 
24.41, 848.08, 29.12 
24.39, 847.84, 29.11 
24.36, 847.99, 29.14 
24.36, 847.78, 29.07 
24.37, 847.81, 28.96 
24.39, 847.84, 28.90 
24.37, 847.81, 28.93 
24.36, 847.99, 28.38 
24.34, 847.75, 29.07 
24.34, 847.75, 29.13 
24.36, 847.99, 29.04 
24.37, 848.02, 28.82 
24.37, 848.02, 28.83 
24.39, 848.05, 28.92 
24.39, 847.84, 28.97 
24.37, 847.81, 28.92 
24.39, 847.84, 28.93 
24.39, 847.84, 29.00 
24.39, 847.84, 29.06 
24.37, 848.02, 28.98 
24.39, 847.84, 28.89 
24.41, 847.87, 28.78 
24.39, 848.05, 28.88 
24.39, 847.84, 28.97 
24.37, 847.81, 28.91 
24.39, 847.84, 28.94 
24.39, 848.05, 28.86 
24.41, 848.08, 28.85 
24.42, 847.90, 28.79 
24.41, 847.87, 28.73 
24.41, 847.87, 28.75 
24.41, 847.87, 28.81 
24.39, 847.84, 28.76 
24.39, 847.84, 28.87 
24.39, 848.05, 28.87 
24.37, 848.02, 28.76 
24.36, 847.99, 28.69 
24.36, 847.78, 28.83 
24.36, 847.99, 28.29 
24.28, 848.06, 28.53 
24.28, 848.06, 28.34 
24.26, 847.82, 28.86 
24.28, 848.06, 29.12 
24.28, 848.06, 28.97 
24.29, 847.88, 28.87 
24.29, 848.09, 28.83 
24.33, 847.94, 28.65 
24.31, 847.91, 28.71 
24.34, 847.75, 28.69 
24.34, 847.97, 28.64 
24.36, 847.78, 28.77 
24.39, 848.05, 28.79 
24.37, 848.02, 28.83 
24.39, 847.84, 28.66 
24.39, 847.63, 28.58 
24.42, 847.90, 28.62 
24.42, 848.11, 28.58 
24.42, 847.90, 28.40 
24.42, 847.90, 28.42 
24.44, 847.93, 28.32 
24.46, 847.75, 28.17 
24.44, 847.93, 28.13 
24.47, 847.99, 28.07 
24.44, 847.93, 28.13 
24.47, 847.78, 28.16 
24.47, 847.99, 28.11 
24.47, 847.99, 28.10 
24.49, 848.02, 28.22 
24.47, 847.78, 28.43 
24.46, 847.75, 28.58 
24.42, 847.90, 27.53 
24.34, 847.75, 26.95 
24.36, 847.99, 27.80 
24.33, 847.72, 28.45 
24.33, 847.94, 28.41 
24.33, 847.94, 28.34 
24.31, 847.69, 28.37 
24.33, 847.94, 28.19 
24.34, 847.75, 28.20 
24.36, 847.78, 28.09 
24.26, 847.82, 26.87 
24.25, 848.00, 28.29 
24.23, 847.76, 28.75 
24.25, 847.79, 28.82 
24.26, 847.82, 28.77 
24.29, 847.88, 28.48 
24.28, 847.85, 28.12 
24.28, 847.85, 28.01 
24.31, 847.91, 28.16 
24.33, 847.72, 28.50 
24.33, 847.72, 28.40 
24.34, 847.75, 27.96 
24.36, 847.99, 27.98 
24.34, 847.75, 28.02 
24.39, 847.84, 28.01 
24.37, 847.60, 27.97 
24.41, 847.66, 27.92 
24.41, 847.87, 27.79 
24.41, 847.66, 27.83 
24.41, 847.66, 27.93 
24.41, 847.66, 28.08 
24.42, 847.69, 27.99 
24.41, 847.66, 27.96 
24.42, 847.69, 27.95 
24.42, 847.69, 27.94 
24.44, 847.93, 28.15 
24.42, 847.69, 28.29 
24.42, 847.69, 28.20 
24.44, 847.72, 28.18 
24.44, 847.72, 28.41 
24.42, 847.69, 28.36 
24.42, 847.69, 28.03 
24.41, 847.66, 28.23 
24.41, 847.66, 28.40 
24.41, 847.87, 28.40 
24.39, 847.84, 28.42 
24.36, 847.57, 27.60 
24.33, 847.72, 27.95 
24.31, 847.69, 28.05 
24.29, 847.66, 27.54 
24.29, 847.66, 28.18 
24.29, 847.66, 28.29 
24.28, 847.63, 28.15 
24.29, 847.45, 28.47 
24.28, 847.85, 28.39 
24.28, 847.63, 28.04 
24.29, 847.88, 27.96 
24.29, 847.66, 28.32 
24.31, 847.91, 28.38 
24.29, 847.88, 28.34 
24.31, 847.69, 28.23 
24.29, 847.66, 28.13 
24.26, 847.82, 28.16 
24.26, 847.82, 28.23 
24.28, 847.85, 28.18 
24.28, 847.63, 28.21 
24.28, 847.63, 28.21 
24.29, 847.45, 28.24 
24.31, 847.91, 28.34 
24.33, 847.72, 28.38 
24.33, 847.51, 28.24 
24.34, 847.54, 28.23 
24.34, 847.75, 28.21 
24.39, 847.84, 28.14 
24.36, 847.57, 28.08 
24.37, 847.81, 28.07 
24.37, 847.60, 28.09 
24.39, 847.63, 28.32 
24.37, 847.60, 28.46 
24.34, 847.75, 28.44 
24.34, 847.75, 28.44 
24.34, 847.54, 28.50 
24.36, 847.57, 28.38 
24.36, 847.78, 28.49 
24.36, 847.57, 28.50 
24.39, 847.63, 28.40 
24.36, 847.57, 28.31 
24.34, 847.54, 27.43 
24.20, 847.48, 26.53 
24.17, 847.64, 27.45 
24.20, 847.70, 28.31 
24.20, 847.70, 28.32 
24.20, 847.48, 28.35 
24.21, 847.51, 28.05 
24.23, 847.76, 28.05 
24.25, 847.57, 27.99 
24.26, 847.60, 28.12 
24.25, 847.57, 28.42 
24.25, 847.57, 28.45 
24.26, 847.60, 28.41 
24.26, 847.60, 28.37 
24.26, 847.82, 28.43 
24.29, 847.66, 28.34 
24.28, 847.63, 28.38 
24.26, 847.82, 28.47 
24.26, 847.60, 28.47 
24.28, 847.63, 28.38 
24.29, 847.66, 28.09 
24.31, 847.69, 28.06 
24.31, 847.69, 28.14 
24.31, 847.69, 28.22 
24.33, 847.72, 28.24 
24.34, 847.54, 28.21 
24.36, 847.36, 28.21 
24.33, 847.51, 28.28 
24.33, 847.51, 28.09 
24.29, 847.66, 28.26 
24.28, 847.42, 28.53 
24.25, 847.15, 28.42 
24.25, 847.36, 28.50 
24.23, 847.33, 28.54 
24.20, 847.48, 28.72 
24.17, 847.21, 28.69 
24.15, 847.61, 28.75 
24.15, 847.40, 28.41 
24.15, 847.40, 28.74 
24.13, 847.79, 28.82 
24.15, 847.61, 28.70 
24.17, 847.42, 28.59 
24.20, 847.27, 28.51 
24.21, 847.51, 28.58 
24.21, 847.73, 28.59 
24.23, 847.54, 28.56 
24.23, 847.54, 28.48 
24.23, 847.33, 28.51 
24.23, 847.54, 28.60 
24.25, 847.36, 28.71 
24.26, 847.60, 28.52 
24.26, 847.60, 27.32 
24.25, 847.36, 28.03 
24.23, 847.54, 28.48 
24.23, 847.54, 28.47 
24.23, 847.33, 27.81 
24.21, 847.30, 28.08 
24.20, 847.48, 28.51 
24.15, 847.61, 27.25 
24.10, 847.31, 28.74 
24.10, 847.73, 28.92 
24.12, 847.55, 28.96 
24.10, 847.52, 28.83 
24.13, 847.58, 28.68 
24.17, 847.64, 28.10 
24.18, 847.67, 28.27 
24.21, 847.51, 28.09 
24.21, 847.51, 28.20 
24.21, 847.51, 28.40 
24.21, 847.51, 28.40 
24.20, 847.48, 28.47 
24.20, 847.48, 28.53 
24.17, 847.42, 28.56 
24.20, 847.48, 28.49 
24.20, 847.27, 28.35 
24.20, 847.27, 28.39 
24.20, 847.27, 28.61 
24.21, 847.30, 28.53 
24.25, 847.57, 28.51 
24.25, 847.57, 28.22 
24.21, 847.30, 27.72 
24.13, 847.37, 27.70 
24.07, 847.46, 28.47 
24.10, 847.52, 28.73 
24.10, 847.52, 28.94 
24.10, 847.52, 28.79 
24.12, 847.55, 28.69 
24.15, 847.40, 28.77 
24.17, 847.42, 28.72 
24.17, 847.42, 28.69 
24.18, 847.45, 28.49 
24.20, 847.27, 28.25 
24.17, 847.64, 27.54 
24.13, 847.37, 28.80 
24.13, 847.37, 28.89 
24.10, 847.73, 27.86 
24.07, 847.46, 28.21 
24.09, 847.28, 28.34 
24.10, 847.31, 28.34 
24.13, 847.37, 28.18 
24.13, 847.58, 28.33 
24.17, 847.42, 28.38 
24.18, 847.45, 28.31 
24.20, 847.48, 28.22 
24.18, 847.24, 28.27 
24.21, 847.51, 28.45 
24.18, 847.24, 27.04 
24.15, 847.40, 27.86 
24.15, 847.40, 28.44 
24.13, 847.37, 28.53 
24.10, 847.52, 28.56 
24.09, 847.49, 28.40 
24.13, 847.58, 28.27 
24.13, 847.58, 28.18 
24.17, 847.42, 28.20 
24.18, 847.24, 28.18 
24.18, 847.45, 28.21 
24.20, 847.70, 28.13 
24.21, 847.51, 28.02 
24.23, 847.54, 27.99 
24.25, 847.36, 27.91 
24.23, 847.12, 27.96 
24.21, 847.30, 27.40 
24.15, 847.18, 26.77 
24.12, 847.34, 27.82 
24.12, 847.34, 28.27 
24.12, 847.34, 28.42 
24.13, 847.15, 28.27 
24.13, 847.15, 28.31 
24.07, 847.46, 27.18 
24.07, 847.25, 28.28 
24.09, 847.28, 28.90 
24.09, 847.28, 29.00 
24.10, 847.31, 28.93 
24.12, 847.12, 28.83 
24.13, 847.37, 28.57 
24.13, 847.15, 28.44 
24.17, 847.21, 28.50 
24.17, 847.21, 28.25 
24.18, 847.24, 28.03 
24.20, 847.48, 28.32 
24.18, 847.24, 28.36 
24.18, 847.24, 27.89 
24.23, 847.33, 28.15 
24.25, 847.36, 28.11 
24.25, 847.36, 28.14 
24.26, 847.18, 28.09 
24.25, 847.36, 28.11 
24.25, 847.15, 28.14 
24.12, 846.91, 26.50 
23.93, 847.19, 26.27 
23.77, 847.11, 25.89 
23.68, 847.17, 28.40 
23.68, 847.17, 29.24 
23.70, 847.20, 29.14 
23.70, 847.20, 28.98 
23.75, 847.08, 28.67 
23.77, 847.11, 28.63 
23.80, 847.17, 28.44 
23.80, 847.17, 28.19 
23.80, 847.17, 28.15 
23.83, 847.22, 28.21 
23.85, 847.25, 28.28 
23.86, 847.28, 28.25 
23.89, 847.13, 27.87 
23.89, 847.34, 27.73 
23.91, 847.16, 27.84 
23.91, 847.16, 27.86 
23.91, 847.16, 28.13 
23.89, 847.13, 27.05 
23.88, 847.10, 27.89 
23.89, 847.13, 28.13 
23.91, 847.16, 28.14 
23.93, 847.19, 28.28 
23.94, 847.22, 27.80 
23.96, 847.25, 27.73 
23.96, 847.25, 27.79 
23.96, 847.25, 27.89 
23.97, 847.07, 27.98 
23.96, 847.25, 28.01 
23.99, 847.31, 27.80 
24.01, 847.13, 27.73 
24.02, 847.16, 27.66 
24.05, 847.43, 27.70 
24.04, 847.19, 27.86 
24.04, 847.19, 27.90 
24.02, 847.16, 27.87 
24.04, 847.19, 27.74 
24.07, 847.03, 27.71 
24.07, 847.25, 27.70 
24.10, 847.09, 27.70 
24.07, 847.03, 27.40 
24.07, 847.03, 27.69 
24.07, 847.25, 28.15 
24.05, 847.22, 27.67 
24.05, 847.22, 27.88 
24.04, 847.19, 27.89 
