MS8607 Demo with MUX control for TE Arduino Weathershield
Temperature , Pressure, Humidity 
23.49, 844.26, 30.63 
23.49, 844.26, 30.62 
23.51, 844.51, 30.60 
23.51, 844.29, 30.60 
23.51, 844.29, 30.59 
23.52, 844.32, 30.55 
23.51, 844.08, 30.56 
23.49, 844.48, 30.61 
23.49, 844.05, 30.62 
23.51, 844.29, 30.63 
23.51, 844.29, 30.62 
23.52, 844.32, 30.59 
23.52, 844.32, 30.58 
23.52, 844.11, 30.56 
23.52, 844.32, 30.53 
23.54, 844.57, 30.52 
23.54, 844.35, 30.52 
23.54, 844.14, 30.53 
23.54, 844.35, 30.56 
23.51, 844.29, 30.57 
23.51, 844.51, 30.60 
23.52, 844.32, 30.58 
23.51, 844.29, 30.58 
23.51, 844.51, 30.57 
23.52, 844.54, 30.58 
23.51, 844.51, 30.56 
23.52, 844.32, 30.55 
23.51, 844.51, 30.53 
23.51, 844.29, 30.54 
23.51, 844.51, 30.57 
23.54, 844.35, 30.55 
23.52, 844.54, 30.54 
23.52, 844.32, 30.53 
23.52, 844.32, 30.52 
23.51, 844.29, 30.56 
23.51, 844.29, 30.57 
23.51, 844.51, 30.56 
23.51, 844.29, 30.57 
23.51, 844.29, 30.56 
23.52, 844.32, 30.57 
23.52, 844.32, 30.56 
23.49, 844.26, 30.55 
23.52, 844.32, 30.55 
23.49, 844.26, 30.56 
23.51, 844.29, 30.56 
23.49, 844.26, 30.56 
23.49, 844.26, 30.57 
23.49, 844.26, 30.56 
23.49, 844.26, 30.57 
23.51, 844.29, 30.59 
23.49, 844.26, 30.62 
23.51, 844.08, 30.62 
23.49, 844.26, 30.63 
23.51, 844.29, 30.62 
23.49, 844.26, 30.61 
23.49, 844.05, 30.55 
23.51, 844.51, 30.55 
23.52, 844.32, 30.62 
23.52, 844.32, 30.56 
23.49, 844.05, 30.58 
23.51, 844.08, 30.59 
23.52, 844.32, 30.59 
23.52, 844.11, 30.59 
23.52, 844.32, 30.59 
23.52, 844.11, 30.58 
23.52, 844.32, 30.54 
23.52, 844.32, 30.58 
23.54, 844.14, 30.58 
23.52, 844.11, 30.57 
23.54, 844.14, 30.57 
23.52, 844.32, 30.58 
23.52, 844.32, 30.58 
23.54, 844.35, 30.58 
23.52, 844.32, 30.57 
23.51, 844.29, 30.57 
23.51, 844.08, 30.59 
23.52, 844.32, 30.59 
23.51, 844.08, 30.57 
23.49, 844.05, 30.58 
23.49, 844.26, 30.61 
23.51, 844.29, 30.59 
23.49, 844.26, 30.61 
23.46, 843.99, 30.64 
23.49, 844.26, 30.62 
23.48, 844.23, 30.62 
23.48, 844.23, 30.62 
23.46, 844.21, 30.62 
23.48, 844.23, 30.59 
23.48, 844.23, 30.57 
23.49, 844.26, 30.59 
23.48, 844.02, 30.62 
23.48, 844.23, 30.59 
23.49, 844.26, 30.53 
23.51, 844.08, 30.53 
23.51, 844.08, 30.56 
23.51, 844.08, 30.56 
23.49, 844.26, 30.53 
23.52, 844.11, 30.53 
23.52, 844.32, 30.51 
23.52, 844.11, 30.50 
23.52, 844.32, 30.47 
23.54, 844.35, 30.49 
23.52, 844.11, 30.49 
23.52, 844.11, 30.49 
23.52, 844.11, 30.50 
23.52, 843.90, 30.53 
23.52, 844.11, 30.50 
23.54, 844.14, 30.49 
23.52, 843.90, 30.47 
23.52, 843.90, 30.46 
23.54, 844.14, 30.45 
23.52, 844.11, 30.46 
23.51, 844.08, 30.48 
23.52, 844.11, 30.48 
23.51, 844.08, 30.47 
23.51, 844.08, 30.47 
23.51, 843.87, 30.49 
23.49, 843.84, 30.50 
23.51, 844.08, 30.50 
23.49, 844.05, 30.47 
23.49, 843.84, 30.47 
23.49, 843.63, 30.47 
23.49, 844.05, 30.48 
23.51, 844.08, 30.46 
23.51, 843.87, 30.45 
23.51, 843.87, 30.44 
23.51, 843.87, 30.43 
23.51, 843.87, 30.43 
23.52, 843.90, 30.42 
23.52, 844.11, 30.41 
23.51, 843.87, 30.40 
23.52, 844.11, 30.39 
23.51, 844.08, 30.40 
23.52, 843.90, 30.38 
23.52, 844.11, 30.39 
23.54, 843.93, 30.37 
23.52, 843.90, 30.37 
23.51, 843.87, 30.36 
23.54, 843.93, 30.36 
23.52, 843.90, 30.37 
23.54, 844.14, 30.36 
23.54, 844.14, 30.37 
23.54, 843.93, 30.37 
23.52, 844.11, 30.37 
23.51, 844.08, 30.35 
23.51, 844.08, 30.35 
23.52, 843.90, 30.33 
23.54, 843.93, 30.33 
23.54, 843.93, 30.32 
23.54, 843.93, 30.32 
23.56, 843.96, 30.33 
23.54, 843.93, 30.31 
23.54, 843.72, 30.30 
23.56, 843.96, 30.30 
23.54, 843.93, 30.30 
23.54, 843.93, 30.33 
23.54, 843.93, 30.34 
23.54, 843.93, 30.31 
23.54, 843.93, 30.30 
23.54, 843.93, 30.30 
23.52, 843.90, 30.30 
23.52, 843.90, 30.30 
23.56, 843.96, 30.28 
23.56, 843.96, 30.27 
23.52, 843.69, 30.27 
23.54, 843.93, 30.27 
23.54, 843.93, 30.27 
23.52, 844.11, 30.27 
23.54, 843.72, 30.27 
23.52, 843.90, 30.27 
23.54, 843.72, 30.26 
23.54, 843.72, 30.24 
23.52, 843.90, 30.25 
23.54, 843.72, 30.25 
23.54, 843.93, 30.24 
23.54, 843.93, 30.24 
23.56, 843.96, 30.23 
23.56, 843.96, 30.21 
23.54, 843.93, 30.21 
23.54, 843.72, 30.21 
23.57, 843.78, 30.19 
23.56, 843.75, 30.18 
23.57, 843.78, 30.17 
23.57, 843.78, 30.17 
23.57, 843.99, 30.15 
23.57, 843.99, 30.14 
23.56, 843.75, 30.15 
23.57, 843.99, 30.14 
23.57, 843.78, 30.14 
23.59, 843.81, 30.14 
23.57, 843.78, 30.13 
23.54, 843.72, 30.14 
23.56, 843.75, 30.13 
23.54, 843.93, 30.14 
23.52, 844.11, 30.14 
23.56, 843.96, 30.11 
23.54, 843.93, 30.08 
23.54, 844.14, 30.08 
23.52, 843.90, 30.05 
23.54, 843.93, 30.03 
23.54, 843.72, 29.98 
23.54, 843.72, 29.97 
23.54, 843.72, 30.01 
23.54, 843.93, 30.00 
23.51, 843.66, 30.02 
23.54, 844.14, 30.00 
23.52, 843.69, 29.98 
23.52, 843.69, 29.98 
23.52, 843.90, 29.98 
23.54, 843.93, 30.00 
23.52, 843.90, 30.00 
23.54, 843.72, 30.02 
23.56, 843.75, 29.99 
23.56, 844.17, 29.98 
23.56, 843.96, 29.96 
23.54, 843.93, 29.96 
23.56, 843.75, 29.95 
23.57, 843.99, 29.95 
23.57, 843.78, 29.92 
23.57, 843.78, 29.93 
23.54, 843.93, 29.92 
23.56, 843.75, 29.91 
23.56, 843.75, 29.91 
23.57, 843.78, 29.91 
23.57, 843.99, 29.89 
23.57, 843.78, 29.88 
23.57, 843.78, 29.88 
23.56, 843.75, 29.88 
23.57, 843.99, 29.88 
23.57, 843.78, 29.88 
23.56, 843.96, 29.88 
23.54, 843.72, 29.88 
23.56, 843.75, 29.89 
23.54, 843.93, 29.88 
23.54, 843.93, 29.90 
23.56, 843.75, 29.88 
23.56, 843.96, 29.88 
23.56, 843.96, 29.86 
23.56, 843.96, 29.87 
23.54, 843.93, 29.87 
23.54, 843.72, 29.87 
23.57, 843.78, 29.86 
23.56, 844.17, 29.88 
23.56, 843.96, 29.89 
23.56, 843.96, 29.88 
23.52, 843.69, 29.89 
23.54, 843.72, 29.88 
23.54, 843.93, 29.88 
23.52, 843.90, 29.88 
23.54, 843.93, 29.87 
23.54, 843.72, 29.86 
23.54, 843.93, 29.86 
23.54, 843.93, 29.87 
23.54, 843.93, 29.86 
23.52, 843.90, 29.85 
23.54, 843.72, 29.84 
23.54, 843.93, 29.82 
23.54, 843.93, 29.82 
23.54, 843.93, 29.82 
23.54, 843.72, 29.82 
23.52, 843.90, 29.85 
23.54, 843.72, 29.82 
23.54, 843.72, 29.80 
23.54, 843.93, 29.79 
23.56, 843.75, 29.80 
23.56, 843.75, 29.79 
23.56, 843.75, 29.79 
23.56, 843.75, 29.76 
23.56, 843.96, 29.76 
23.56, 843.75, 29.76 
23.56, 843.75, 29.75 
23.54, 843.72, 29.75 
23.54, 843.72, 29.75 
23.56, 843.75, 29.76 
23.57, 843.78, 29.73 
23.52, 843.69, 29.72 
23.56, 843.75, 29.74 
23.56, 843.75, 29.73 
23.54, 843.93, 29.72 
23.56, 843.75, 29.71 
23.56, 843.75, 29.70 
23.56, 843.96, 29.70 
23.52, 843.90, 29.73 
23.52, 843.90, 29.75 
23.52, 843.90, 29.75 
23.54, 843.93, 29.75 
23.52, 843.90, 29.72 
23.54, 843.93, 29.71 
23.54, 843.93, 29.69 
23.57, 843.78, 29.66 
23.56, 843.96, 29.65 
23.54, 843.72, 29.66 
23.54, 843.93, 29.66 
23.56, 843.75, 29.66 
23.54, 843.72, 29.65 
23.54, 843.93, 29.63 
23.56, 843.75, 29.63 
23.54, 843.93, 29.63 
23.54, 843.72, 29.62 
23.52, 843.90, 29.62 
23.54, 843.93, 29.63 
23.54, 843.93, 29.61 
23.56, 843.96, 29.60 
23.56, 844.17, 29.62 
23.54, 843.93, 29.59 
23.54, 844.14, 29.59 
23.52, 843.90, 29.58 
23.54, 844.14, 29.59 
23.52, 844.11, 29.59 
23.51, 843.87, 29.59 
23.54, 843.93, 29.60 
23.54, 843.93, 29.57 
23.52, 843.90, 29.56 
23.52, 843.90, 29.55 
23.54, 843.93, 29.53 
23.54, 843.93, 29.54 
23.52, 843.90, 29.53 
23.54, 843.93, 29.53 
23.54, 843.93, 29.53 
23.54, 843.93, 29.53 
23.51, 844.08, 29.54 
23.54, 843.93, 29.53 
23.52, 844.11, 29.53 
23.52, 843.90, 29.53 
23.52, 844.11, 29.52 
23.52, 843.90, 29.52 
23.54, 843.93, 29.50 
23.54, 843.93, 29.53 
23.52, 843.90, 29.54 
23.54, 843.93, 29.50 
23.54, 843.93, 29.50 
23.54, 844.14, 29.48 
23.52, 844.11, 29.51 
23.54, 843.93, 29.50 
23.52, 843.90, 29.48 
23.54, 843.93, 29.47 
23.52, 843.90, 29.47 
23.54, 843.72, 29.46 
23.52, 843.90, 29.46 
23.54, 843.93, 29.42 
23.56, 843.75, 29.43 
23.54, 843.93, 29.41 
23.56, 843.75, 29.40 
23.57, 843.78, 29.40 
23.54, 843.72, 29.42 
23.52, 843.90, 29.42 
23.52, 843.90, 29.42 
23.52, 844.11, 29.43 
23.54, 843.72, 29.43 
23.54, 843.72, 29.39 
23.54, 843.72, 29.36 
23.54, 843.72, 29.21 
23.54, 843.72, 29.26 
23.54, 843.72, 29.29 
23.54, 843.72, 29.31 
23.56, 843.96, 29.24 
23.54, 843.93, 29.21 
23.54, 843.93, 29.24 
23.54, 843.93, 29.24 
23.52, 843.90, 29.20 
23.54, 843.93, 29.15 
23.56, 843.75, 29.14 
23.56, 843.75, 29.15 
23.56, 844.17, 29.17 
23.56, 843.75, 29.18 
23.56, 843.75, 29.14 
23.57, 843.99, 29.14 
23.54, 843.72, 29.18 
23.54, 843.93, 29.21 
23.54, 843.93, 29.22 
23.56, 843.75, 29.27 
23.54, 843.72, 29.27 
23.56, 843.96, 29.28 
23.54, 843.72, 29.30 
23.56, 843.96, 29.17 
23.52, 843.90, 29.08 
23.56, 843.96, 28.91 
23.52, 843.69, 28.95 
23.54, 843.93, 29.15 
23.54, 843.93, 29.19 
23.49, 843.84, 28.61 
23.46, 843.78, 29.07 
23.38, 843.84, 28.66 
23.25, 843.82, 29.04 
23.22, 843.76, 29.61 
23.20, 843.73, 29.69 
23.24, 843.79, 29.57 
23.24, 843.79, 29.69 
23.24, 843.79, 29.57 
23.25, 843.82, 29.53 
23.28, 843.88, 29.53 
23.32, 843.94, 29.43 
23.33, 843.76, 29.42 
23.35, 843.79, 29.40 
23.36, 843.81, 29.45 
23.38, 843.84, 29.43 
23.40, 843.66, 29.41 
23.40, 843.66, 29.34 
23.41, 843.90, 29.31 
23.41, 843.90, 29.28 
23.43, 843.93, 29.21 
23.43, 843.72, 29.18 
23.40, 843.66, 28.82 
23.35, 843.79, 29.00 
23.35, 843.79, 29.47 
23.35, 843.79, 29.48 
23.35, 843.57, 29.50 
23.35, 843.79, 29.27 
23.32, 843.73, 29.50 
23.32, 843.94, 29.53 
23.32, 843.73, 29.51 
23.35, 843.79, 29.48 
23.36, 843.81, 29.47 
23.38, 843.84, 29.44 
23.38, 843.63, 29.40 
23.40, 843.87, 29.29 
23.41, 843.90, 29.24 
23.43, 843.93, 29.24 
23.43, 844.15, 29.23 
23.44, 843.96, 29.24 
23.48, 843.81, 29.14 
23.46, 843.78, 29.10 
23.46, 843.78, 29.10 
23.46, 843.99, 29.13 
23.46, 843.78, 29.16 
23.46, 843.78, 29.13 
23.48, 844.02, 29.15 
23.46, 843.78, 29.18 
23.48, 843.81, 29.18 
23.48, 844.02, 29.20 
23.49, 844.05, 29.18 
23.48, 843.81, 29.18 
23.49, 843.84, 29.17 
23.49, 843.84, 29.18 
23.51, 843.87, 29.17 
23.51, 843.87, 29.16 
23.52, 844.11, 29.15 
23.52, 843.90, 29.14 
23.54, 843.93, 29.14 
23.52, 843.90, 29.13 
23.54, 843.72, 29.11 
23.54, 843.93, 29.11 
23.56, 843.96, 29.11 
23.54, 844.14, 29.11 
23.54, 843.72, 29.10 
23.56, 843.96, 29.08 
23.56, 843.96, 29.08 
23.56, 843.75, 29.07 
23.57, 843.99, 29.07 
23.56, 843.75, 29.08 
23.56, 843.75, 29.08 
23.54, 843.93, 29.09 
23.56, 843.96, 29.09 
23.57, 843.99, 29.09 
23.57, 843.99, 29.10 
23.54, 843.72, 29.10 
23.56, 843.96, 29.10 
23.56, 843.75, 29.10 
23.54, 843.93, 29.10 
23.56, 843.96, 29.10 
23.56, 843.75, 29.10 
23.56, 843.75, 29.10 
23.56, 843.96, 29.11 
23.56, 843.96, 29.09 
23.57, 843.99, 29.08 
23.57, 843.99, 29.08 
23.56, 843.75, 29.07 
23.57, 844.20, 29.07 
23.56, 843.96, 29.07 
23.56, 843.96, 29.07 
23.56, 843.96, 29.05 
23.57, 843.99, 29.07 
23.57, 844.20, 29.07 
23.56, 843.96, 29.07 
23.56, 843.96, 29.08 
23.56, 843.96, 29.07 
23.54, 844.14, 29.07 
23.56, 843.96, 29.07 
23.56, 843.96, 29.06 
23.54, 844.14, 29.08 
23.54, 843.93, 29.07 
23.56, 844.17, 29.03 
23.56, 843.96, 29.02 
23.54, 844.14, 29.02 
23.54, 843.93, 29.03 
23.57, 843.99, 29.02 
23.56, 844.17, 29.02 
23.57, 843.78, 29.03 
23.57, 843.78, 29.05 
23.57, 843.99, 29.05 
23.57, 843.78, 29.05 
23.56, 843.75, 29.03 
23.54, 843.93, 29.02 
23.51, 843.66, 29.01 
23.54, 843.93, 29.02 
23.52, 843.90, 29.02 
23.52, 843.90, 29.05 
23.51, 843.87, 29.03 
23.51, 843.87, 29.04 
23.49, 843.84, 29.03 
23.48, 843.81, 29.02 
23.48, 843.81, 29.02 
23.48, 844.02, 29.04 
23.49, 843.84, 29.05 
23.49, 843.84, 29.02 
23.49, 843.84, 29.02 
23.49, 843.84, 28.99 
23.51, 843.87, 28.98 
23.52, 844.11, 28.97 
23.51, 843.87, 28.96 
23.51, 843.87, 28.97 
23.49, 843.84, 28.98 
23.48, 844.02, 28.98 
23.49, 843.84, 28.97 
23.51, 843.87, 28.98 
23.52, 843.90, 29.03 
23.51, 843.66, 29.02 
23.54, 843.72, 28.99 
23.52, 844.11, 29.02 
23.48, 843.81, 29.08 
23.46, 843.99, 29.11 
23.46, 843.99, 29.11 
23.46, 843.99, 29.13 
23.44, 843.96, 29.16 
23.43, 843.93, 29.16 
23.43, 843.93, 29.20 
23.43, 844.15, 29.30 
23.43, 843.93, 29.30 
23.46, 843.99, 29.24 
23.44, 843.75, 29.19 
23.46, 843.99, 29.15 
23.44, 843.96, 29.17 
23.44, 843.96, 29.20 
23.44, 843.75, 29.23 
23.44, 843.96, 29.23 
23.46, 843.99, 29.21 
23.46, 843.57, 29.20 
23.46, 843.99, 29.18 
23.46, 843.78, 29.20 
23.46, 843.78, 29.21 
23.48, 843.81, 29.21 
23.49, 843.84, 29.21 
23.48, 843.81, 29.23 
23.49, 843.84, 29.24 
23.52, 843.90, 29.23 
23.52, 843.90, 29.25 
23.52, 844.11, 29.23 
23.52, 843.90, 29.29 
23.54, 843.72, 29.26 
23.52, 843.90, 29.23 
23.54, 843.93, 29.23 
23.54, 843.93, 29.21 
23.54, 843.72, 29.19 
23.56, 843.96, 29.21 
23.54, 843.93, 29.21 
23.54, 843.93, 29.21 
23.56, 843.96, 29.20 
23.56, 843.96, 29.20 
23.54, 843.93, 29.21 
23.56, 843.96, 29.22 
23.54, 843.72, 29.21 
23.54, 843.93, 29.24 
23.56, 844.17, 29.24 
23.56, 843.96, 29.24 
23.56, 843.96, 29.23 
23.54, 843.93, 29.25 
23.54, 843.93, 29.27 
23.52, 844.11, 29.26 
23.56, 843.96, 29.25 
23.56, 843.96, 29.24 
23.54, 843.93, 29.25 
23.54, 843.72, 29.24 
23.56, 843.96, 29.27 
23.56, 843.96, 29.25 
23.56, 843.96, 29.24 
23.57, 843.78, 29.24 
23.57, 843.78, 29.23 
23.56, 843.75, 29.24 
23.57, 843.99, 29.26 
23.54, 843.93, 29.26 
23.57, 843.99, 29.27 
23.56, 843.96, 29.27 
23.54, 843.93, 29.27 
23.56, 843.75, 29.27 
23.54, 843.93, 29.27 
23.54, 843.93, 29.27 
23.56, 843.75, 29.29 
23.57, 843.99, 29.27 
23.56, 843.75, 29.28 
23.56, 843.75, 29.31 
23.56, 843.75, 29.29 
23.56, 843.75, 29.30 
23.54, 843.93, 29.33 
23.54, 843.72, 29.31 
23.56, 843.75, 29.30 
23.57, 843.99, 29.29 
23.56, 843.96, 29.29 
23.56, 843.75, 29.31 
23.57, 843.99, 29.31 
23.56, 843.96, 29.31 
23.52, 843.69, 29.33 
23.56, 843.96, 29.34 
23.54, 843.72, 29.36 
23.54, 843.93, 29.38 
23.54, 843.72, 29.40 
23.54, 843.72, 29.40 
23.54, 843.72, 29.40 
23.54, 843.93, 29.39 
23.54, 843.93, 29.38 
23.54, 843.93, 29.38 
23.54, 843.72, 29.36 
23.56, 843.96, 29.36 
23.52, 843.90, 29.36 
23.52, 843.69, 29.37 
23.51, 843.87, 29.39 
23.49, 843.84, 29.40 
23.51, 843.87, 29.42 
23.51, 843.87, 29.43 
23.49, 843.84, 29.43 
23.49, 843.84, 29.42 
23.51, 843.87, 29.43 
23.49, 843.84, 29.43 
23.51, 843.87, 29.42 
23.51, 843.87, 29.41 
23.52, 843.90, 29.42 
23.49, 843.63, 29.41 
23.51, 843.87, 29.40 
23.49, 843.84, 29.40 
23.51, 843.87, 29.41 
23.51, 843.87, 29.40 
23.52, 843.90, 29.40 
23.51, 844.08, 29.40 
23.51, 843.87, 29.40 
23.52, 843.90, 29.40 
23.51, 843.87, 29.40 
23.51, 843.87, 29.40 
23.51, 843.87, 29.41 
23.49, 843.84, 29.41 
23.51, 843.87, 29.43 
23.51, 844.08, 29.41 
23.52, 843.90, 29.43 
23.51, 843.87, 29.42 
23.49, 843.84, 29.43 
23.49, 844.26, 29.43 
23.51, 844.08, 29.44 
23.49, 843.84, 29.43 
23.46, 843.99, 29.46 
23.46, 843.78, 29.48 
23.48, 843.81, 29.47 
23.48, 843.81, 29.47 
23.49, 844.05, 29.47 
23.48, 844.02, 29.46 
23.46, 843.99, 29.46 
23.49, 843.84, 29.49 
23.48, 843.81, 29.50 
23.48, 844.02, 29.50 
23.48, 844.02, 29.50 
23.48, 843.81, 29.50 
23.46, 843.99, 29.50 
23.43, 843.93, 29.53 
23.46, 843.99, 29.56 
23.44, 843.96, 29.55 
23.46, 843.78, 29.54 
23.44, 843.96, 29.53 
23.48, 844.02, 29.50 
23.46, 843.78, 29.50 
23.46, 843.99, 29.52 
23.43, 843.72, 29.56 
23.43, 843.93, 29.57 
23.43, 843.93, 29.57 
23.44, 843.96, 29.56 
23.43, 843.93, 29.56 
23.43, 843.93, 29.56 
23.44, 843.96, 29.57 
23.43, 843.93, 29.58 
23.43, 843.72, 29.57 
23.43, 843.93, 29.58 
23.40, 843.87, 29.56 
23.41, 843.90, 29.55 
23.36, 843.81, 29.53 
23.36, 843.81, 29.60 
23.38, 843.84, 29.64 
23.36, 844.03, 29.66 
23.36, 844.03, 29.66 
23.36, 843.81, 29.66 
23.36, 844.03, 29.66 
23.38, 843.84, 29.63 
23.38, 844.06, 29.63 
23.38, 844.06, 29.63 
23.36, 844.03, 29.66 
23.36, 844.03, 29.66 
23.35, 844.00, 29.66 
23.35, 844.00, 29.58 
23.36, 844.03, 29.57 
23.36, 844.03, 29.63 
23.36, 844.03, 29.62 
23.40, 843.87, 29.62 
23.38, 844.27, 29.59 
23.36, 844.03, 29.58 
23.36, 844.03, 29.60 
23.35, 844.00, 29.55 
23.33, 843.97, 29.58 
23.33, 843.97, 29.60 
23.35, 844.21, 29.63 
23.35, 844.21, 29.63 
23.32, 844.15, 29.66 
23.32, 843.94, 29.68 
23.32, 844.15, 29.67 
23.32, 844.15, 29.66 
23.30, 844.12, 29.63 
23.30, 844.12, 29.66 
23.30, 844.12, 29.66 
23.30, 844.12, 29.66 
23.32, 843.94, 29.65 
23.30, 844.12, 29.65 
23.32, 844.15, 29.65 
23.30, 844.12, 29.65 
23.30, 844.12, 29.65 
23.32, 844.15, 29.66 
23.32, 844.15, 29.64 
23.33, 843.97, 29.62 
23.33, 844.18, 29.56 
23.30, 844.12, 29.56 
23.27, 844.06, 29.63 
23.28, 844.09, 29.65 
23.30, 844.12, 29.70 
23.28, 844.09, 29.79 
23.30, 844.12, 29.93 
23.32, 844.36, 34.16 
23.32, 844.15, 30.73 
23.30, 844.12, 30.09 
23.30, 844.12, 29.98 
23.32, 844.36, 29.88 
23.32, 844.15, 29.82 
23.32, 844.15, 29.84 
23.33, 844.18, 29.80 
23.35, 844.21, 29.79 
23.35, 844.21, 29.76 
23.35, 844.21, 29.72 
23.33, 844.18, 29.79 
23.35, 844.00, 29.79 
23.35, 844.00, 29.80 
23.35, 844.00, 29.89 
23.35, 844.21, 29.86 
23.35, 844.21, 29.88 
23.35, 844.00, 29.91 
23.25, 844.03, 29.18 
23.16, 844.07, 29.95 
23.11, 843.98, 29.54 
23.08, 843.92, 30.04 
23.04, 844.07, 30.21 
23.06, 844.10, 30.28 
23.08, 844.34, 30.13 
23.06, 844.10, 29.69 
22.93, 844.07, 29.76 
22.91, 844.04, 30.30 
22.95, 843.89, 30.37 
22.96, 844.13, 30.29 
22.95, 844.10, 30.27 
23.00, 844.19, 30.28 
22.98, 844.16, 29.79 
23.00, 843.98, 29.89 
23.01, 844.22, 30.31 
23.04, 844.07, 30.30 
23.00, 843.98, 29.86 
23.01, 844.22, 30.10 
23.03, 844.04, 30.26 
23.06, 843.89, 30.27 
23.06, 844.10, 30.39 
23.09, 844.16, 30.33 
23.09, 844.16, 30.24 
23.09, 844.16, 29.93 
23.09, 844.16, 30.06 
23.11, 844.19, 30.25 
23.12, 844.01, 30.16 
23.06, 844.31, 29.63 
23.00, 844.19, 29.71 
22.88, 843.98, 29.87 
22.87, 844.17, 30.48 
22.88, 843.98, 30.45 
22.90, 844.01, 30.40 
22.91, 844.04, 30.35 
22.93, 844.07, 30.22 
22.93, 844.07, 30.19 
22.93, 843.86, 30.21 
22.95, 843.89, 30.11 
22.98, 843.95, 30.26 
22.90, 844.01, 29.50 
22.79, 844.23, 29.88 
22.79, 844.23, 30.35 
22.82, 844.29, 30.42 
22.87, 844.17, 30.43 
22.87, 844.17, 30.46 
22.90, 844.23, 30.47 
22.91, 844.04, 30.47 
22.93, 844.50, 30.35 
22.98, 844.16, 30.36 
22.98, 844.16, 30.38 
22.95, 844.10, 29.76 
22.93, 844.07, 29.92 
22.88, 844.20, 29.91 
22.85, 844.14, 30.29 
22.83, 844.32, 30.44 
22.75, 844.17, 30.15 
22.75, 844.17, 30.28 
22.75, 844.38, 30.43 
22.77, 844.41, 30.43 
22.79, 844.23, 30.46 
22.82, 844.08, 30.50 
22.85, 844.14, 30.40 
22.80, 844.47, 29.88 
22.74, 843.93, 30.51 
22.74, 844.14, 30.52 
22.77, 844.20, 30.41 
22.79, 844.23, 30.30 
22.80, 844.26, 30.44 
22.82, 844.29, 30.17 
22.80, 844.05, 30.22 
22.82, 844.29, 30.40 
22.85, 844.35, 30.44 
22.83, 844.32, 30.11 
22.80, 844.26, 30.39 
22.79, 844.23, 30.36 
22.83, 844.32, 30.43 
22.83, 844.11, 30.38 
22.72, 844.11, 30.30 
22.64, 844.17, 30.42 
22.63, 844.14, 30.75 
22.67, 844.23, 30.79 
22.69, 844.05, 30.78 
22.72, 844.32, 30.72 
22.77, 844.20, 30.66 
22.75, 844.17, 30.57 
22.79, 844.02, 30.54 
22.82, 844.08, 30.55 
22.82, 844.29, 30.50 
22.80, 844.05, 30.42 
22.74, 844.35, 30.42 
22.72, 844.11, 30.54 
22.69, 844.05, 30.36 
22.69, 844.26, 30.66 
22.71, 844.08, 30.74 
22.64, 844.39, 30.56 
22.64, 844.17, 30.77 
22.69, 844.26, 30.78 
22.71, 844.08, 30.77 
22.74, 844.35, 30.69 
22.77, 844.20, 30.67 
22.79, 844.23, 30.62 
22.82, 844.29, 30.56 
22.83, 844.32, 30.53 
22.85, 844.35, 30.48 
22.87, 844.17, 30.47 
22.88, 843.98, 30.43 
22.91, 844.04, 30.39 
22.93, 844.28, 30.37 
22.91, 844.04, 30.36 
22.91, 844.26, 30.32 
22.95, 844.31, 30.30 
22.95, 844.10, 30.33 
22.96, 844.13, 30.31 
22.95, 843.89, 30.11 
22.90, 844.23, 30.21 
22.91, 844.26, 30.29 
22.93, 844.50, 30.37 
22.93, 844.07, 30.33 
22.95, 844.31, 30.28 
22.96, 844.13, 30.18 
22.96, 844.13, 30.17 
22.98, 844.16, 30.17 
23.00, 844.19, 30.14 
23.01, 844.43, 30.14 
23.03, 844.46, 30.12 
23.01, 844.01, 30.12 
23.04, 844.28, 30.11 
23.04, 844.07, 30.11 
23.08, 843.92, 30.08 
23.06, 844.10, 30.05 
23.06, 844.10, 30.01 
23.06, 844.31, 29.98 
23.04, 844.28, 29.98 
23.04, 844.28, 30.01 
23.06, 844.10, 30.04 
23.08, 844.34, 30.06 
23.06, 844.31, 30.05 
23.08, 844.13, 30.04 
23.09, 844.16, 30.01 
23.08, 844.13, 29.98 
23.09, 843.95, 29.98 
23.11, 844.19, 29.94 
23.11, 843.98, 29.92 
23.11, 844.19, 29.88 
23.11, 844.19, 29.86 
23.06, 844.10, 30.05 
23.01, 844.01, 30.07 
23.01, 844.22, 30.09 
23.01, 844.22, 30.08 
23.04, 844.07, 30.05 
23.04, 844.28, 29.96 
22.96, 844.34, 30.05 
22.96, 844.13, 30.12 
22.83, 844.32, 30.11 
22.77, 844.20, 30.33 
22.72, 844.11, 30.32 
22.71, 844.29, 30.50 
22.72, 844.11, 30.49 
22.72, 844.53, 30.46 
22.71, 844.08, 30.53 
22.66, 844.20, 30.53 
22.64, 844.39, 30.61 
22.56, 844.45, 30.69 
22.37, 844.51, 30.82 
22.32, 844.21, 31.07 
22.32, 844.21, 31.08 
22.31, 844.40, 31.08 
22.34, 844.24, 31.08 
22.35, 844.27, 31.08 
22.31, 844.40, 31.17 
22.32, 844.21, 31.20 
22.34, 844.24, 31.12 
22.37, 844.30, 31.14 
22.42, 844.39, 31.04 
22.43, 844.21, 30.97 
22.47, 844.06, 30.89 
22.50, 844.33, 30.82 
22.53, 844.39, 30.76 
22.58, 844.05, 30.72 
22.59, 844.30, 30.69 
22.63, 844.36, 30.65 
22.61, 844.33, 30.62 
